Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Morning,Afternoon,Night
Mui Borok,Tripura,Non-Veg,None,200,15,10.0,25,5,800,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri,Tripura,Veg,None,150,20,5.0,8,6,500,"Vitamin B, Vitamin C",No,Yes,Yes
Bamboo Shoot Curry,Tripura,Veg,None,180,18,8.0,10,4,450,"Vitamin A, Vitamin C",No,Yes,Yes
Mangsor Ruti,Tripura,Non-Veg,None,220,25,12.0,18,7,700,"Vitamin B, Vitamin D",No,Yes,Yes
Aloo-Kumura,Tripura,Veg,None,170,22,7.0,9,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chak-So,Tripura,Non-Veg,None,240,28,15.0,20,8,850,"Vitamin B, Vitamin D",No,Yes,Yes
Mithing,Tripura,Veg,Nuts,200,30,8.0,25,10,600,"Vitamin A, Vitamin C",No,Yes,Yes
Kharang,Tripura,Non-Veg,None,260,20,18.0,22,12,900,"Vitamin B, Vitamin C",No,Yes,Yes
Gahat Dal,Tripura,Veg,None,190,25,6.0,14,7,350,"Vitamin B, Vitamin C",No,Yes,Yes
Hawaitho,Tripura,Non-Veg,None,230,24,14.0,20,6,750,"Vitamin B, Vitamin D",No,Yes,Yes
Tarela,Tripura,Veg,None,180,15,10.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kumura Ruti,Tripura,Veg,None,200,20,8.0,15,7,500,"Vitamin B, Vitamin C",No,Yes,Yes
Ting Gaar,Tripura,Non-Veg,None,210,22,12.0,18,6,600,"Vitamin B, Vitamin D",No,Yes,Yes
Panch Phoran Aloo,Tripura,Veg,None,190,18,7.0,14,5,450,"Vitamin A, Vitamin C",No,Yes,Yes
Lungba,Tripura,Non-Veg,None,250,25,16.0,20,8,800,"Vitamin B, Vitamin C",No,Yes,Yes
Bamboo Shoot Pickle,Tripura,Veg,None,180,14,5.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Wang Roti,Tripura,Veg,None,210,24,10.0,16,8,500,"Vitamin B, Vitamin C",No,Yes,Yes
Bhapa Ilish,Tripura,Non-Veg,None,240,20,15.0,22,10,700,"Vitamin A, Vitamin D",No,Yes,Yes
Gagri,Tripura,Non-Veg,None,220,18,12.0,20,7,650,"Vitamin B, Vitamin C",No,Yes,Yes
Mula Roti,Tripura,Veg,None,200,23,8.0,12,6,450,"Vitamin A, Vitamin C",No,Yes,Yes
Ilish Bhaja,Tripura,Non-Veg,None,230,25,14.0,18,8,700,"Vitamin B, Vitamin D",No,Yes,Yes
Chingri Masala,Tripura,Non-Veg,None,260,22,16.0,20,10,800,"Vitamin B, Vitamin C",No,Yes,Yes
Aloo Kachri,Tripura,Veg,None,190,20,6.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kumura Bhaji,Tripura,Veg,None,170,18,5.0,10,4,350,"Vitamin B, Vitamin C",No,Yes,Yes
Kharam,Tripura,Non-Veg,None,250,22,14.0,18,7,700,"Vitamin B, Vitamin D",No,Yes,Yes
Kachri Bharta,Tripura,Veg,None,180,22,8.0,14,6,450,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Mango,Tripura,Veg,None,160,25,7.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Pora,Tripura,Veg,None,180,20,9.0,12,6,450,"Vitamin B, Vitamin C",No,Yes,Yes
Tamuli,Tripura,Veg,None,200,15,8.0,10,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Poro,Tripura,Veg,None,190,22,7.0,14,7,420,"Vitamin B, Vitamin C",No,Yes,Yes
Moga,Tripura,Non-Veg,None,220,28,16.0,20,8,750,"Vitamin B, Vitamin D",No,Yes,Yes
Kuchara,Tripura,Non-Veg,None,240,30,18.0,22,9,800,"Vitamin B, Vitamin C",No,Yes,Yes
Gagri Curry,Tripura,Non-Veg,None,230,25,14.0,20,7,700,"Vitamin B, Vitamin D",No,Yes,Yes
Fing Roti,Tripura,Veg,None,190,20,7.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chamcham,Tripura,Veg,Dairy,210,25,8.0,20,12,500,"Vitamin A, Vitamin C",No,Yes,Yes
Chokha,Tripura,Veg,None,200,22,9.0,15,7,450,"Vitamin B, Vitamin C",No,Yes,Yes
Pani Puri,Tripura,Veg,Gluten,210,30,10.0,20,12,500,"Vitamin A, Vitamin C",Yes,No,No
Thukpa,Tripura,Veg,None,220,28,12.0,18,8,600,"Vitamin B, Vitamin C",No,Yes,Yes
Moukok,Tripura,Non-Veg,None,240,20,15.0,22,9,700,"Vitamin B, Vitamin D",No,Yes,Yes
Dheki,Tripura,Veg,None,180,18,7.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Bamboo Shoot Soup,Tripura,Veg,None,170,20,6.0,12,5,350,"Vitamin B, Vitamin C",No,Yes,Yes
Bara,Tripura,Veg,None,190,22,8.0,15,7,400,"Vitamin A, Vitamin C",No,Yes,Yes
Hawaitho Bharta,Tripura,Non-Veg,None,230,24,14.0,20,8,650,"Vitamin B, Vitamin D",No,Yes,Yes
Aloo Curry,Tripura,Veg,None,200,24,7.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Mitha Bhaja,Tripura,Veg,None,170,18,6.0,12,5,350,"Vitamin B, Vitamin C",No,Yes,Yes
Ruti,Tripura,Veg,None,190,22,8.0,15,7,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kharan Roti,Tripura,Veg,None,200,20,9.0,14,6,450,"Vitamin B, Vitamin C",No,Yes,Yes
Mula Bharta,Tripura,Veg,None,180,22,7.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Tarela Bharta,Tripura,Veg,None,190,20,8.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Masa Curry,Tripura,Non-Veg,None,250,25,15.0,20,9,700,"Vitamin B, Vitamin D",No,Yes,Yes
Kachri Bhaji,Tripura,Veg,None,170,20,6.0,10,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Bamboo Shoot Salad,Tripura,Veg,None,150,15,5.0,8,4,300,"Vitamin B, Vitamin C",No,Yes,Yes
Lungi,Tripura,Veg,None,180,18,7.0,12,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Gakhri,Tripura,Non-Veg,None,230,22,14.0,18,7,600,"Vitamin B, Vitamin D",No,Yes,Yes
Fried Ilish,Tripura,Non-Veg,None,240,28,16.0,22,8,700,"Vitamin B, Vitamin C",No,Yes,Yes
Mithi Kachri,Tripura,Veg,Nuts,200,25,8.0,20,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Bamboo Shoot Rice,Tripura,Veg,None,200,28,7.0,12,6,450,"Vitamin A, Vitamin C",No,Yes,Yes
Panch Phoran Bharta,Tripura,Veg,None,190,20,6.0,15,5,400,"Vitamin B, Vitamin C",No,Yes,Yes
Pora Bhaji,Tripura,Veg,None,180,22,7.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Dheki Bharta,Tripura,Veg,None,200,24,8.0,14,7,450,"Vitamin B, Vitamin C",No,Yes,Yes
Thukpa Curry,Tripura,Veg,None,220,30,12.0,18,8,600,"Vitamin A, Vitamin C",No,Yes,Yes
Moukok Bharta,Tripura,Non-Veg,None,250,25,15.0,22,9,700,"Vitamin B, Vitamin D",No,Yes,Yes
Kharam Bhaji,Tripura,Non-Veg,None,230,20,14.0,18,8,650,"Vitamin B, Vitamin C",No,Yes,Yes
Aloo Bharta,Tripura,Veg,None,180,22,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Bamboo Shoot Pulao,Tripura,Veg,None,210,28,9.0,14,7,500,"Vitamin B, Vitamin C",No,Yes,Yes
Kachri Masala,Tripura,Veg,None,190,20,6.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Ting Gaar Bharta,Tripura,Non-Veg,None,230,24,14.0,20,8,650,"Vitamin B, Vitamin D",No,Yes,Yes
Fried Bamboo Shoot,Tripura,Veg,None,200,18,8.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Aloo Gachri,Tripura,Veg,None,170,20,7.0,12,5,350,"Vitamin B, Vitamin C",No,Yes,Yes
Bamboo Shoot Fry,Tripura,Veg,None,180,22,6.0,10,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Mangsor Bharta,Tripura,Non-Veg,None,220,25,12.0,18,7,650,"Vitamin B, Vitamin D",No,Yes,Yes
Kachri Curry,Tripura,Veg,None,190,22,8.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Pachra,Tripura,Veg,None,200,24,9.0,12,7,450,"Vitamin B, Vitamin C",No,Yes,Yes
Ilish Curry,Tripura,Non-Veg,None,240,28,16.0,20,8,700,"Vitamin B, Vitamin D",No,Yes,Yes
Chingri Bharta,Tripura,Non-Veg,None,250,20,18.0,22,9,750,"Vitamin B, Vitamin C",No,Yes,Yes
Mithing Bharta,Tripura,Veg,Nuts,200,25,7.0,20,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Pora Curry,Tripura,Veg,None,190,22,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Mithing Masala,Tripura,Veg,Nuts,210,30,9.0,22,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Kachri,Tripura,Veg,None,200,28,7.0,15,7,500,"Vitamin B, Vitamin C",No,Yes,Yes
Pachra Bhaji,Tripura,Veg,None,180,20,6.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Gahat Bharta,Tripura,Veg,None,190,22,8.0,14,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Chakso Bharta,Tripura,Non-Veg,None,240,25,16.0,22,10,750,"Vitamin B, Vitamin D",No,Yes,Yes
Gahar Roti,Tripura,Veg,None,210,24,9.0,16,8,500,"Vitamin A, Vitamin C",No,Yes,Yes
Pora Bharta,Tripura,Veg,None,200,22,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Tarela Curry,Tripura,Veg,None,190,20,7.0,14,5,400,"Vitamin B, Vitamin C",No,Yes,Yes
Mithi Bhaji,Tripura,Veg,Nuts,210,30,8.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Chingri Curry,Tripura,Non-Veg,None,240,25,16.0,20,10,700,"Vitamin B, Vitamin D",No,Yes,Yes
Gagri Bhaji,Tripura,Non-Veg,None,220,20,14.0,18,7,650,"Vitamin B, Vitamin C",No,Yes,Yes
Mitha Pulao,Tripura,Veg,Nuts,190,28,8.0,20,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Fish,Tripura,Non-Veg,None,230,26,15.0,18,8,700,"Vitamin B, Vitamin D",No,Yes,Yes
Moukok Masala,Tripura,Non-Veg,None,240,22,16.0,20,9,700,"Vitamin B, Vitamin C",No,Yes,Yes
Bamboo Shoot Stir Fry,Tripura,Veg,None,200,20,8.0,12,7,450,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Pulao,Tripura,Veg,None,210,25,9.0,16,6,500,"Vitamin B, Vitamin C",No,Yes,Yes
Pora Masala,Tripura,Veg,None,180,22,7.0,14,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Gahat Curry,Tripura,Veg,None,190,20,8.0,12,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Kharan Bharta,Tripura,Non-Veg,None,220,22,14.0,18,8,650,"Vitamin B, Vitamin D",No,Yes,Yes
Ilish Bharta,Tripura,Non-Veg,None,240,25,16.0,20,10,700,"Vitamin B, Vitamin C",No,Yes,Yes
Pani Puri Bhaji,Tripura,Veg,Gluten,210,28,10.0,20,12,550,"Vitamin A, Vitamin C",Yes,No,No
Chakso Curry,Tripura,Non-Veg,None,250,22,18.0,22,11,750,"Vitamin B, Vitamin D",No,Yes,Yes
Mitha Curry,Tripura,Veg,Nuts,190,25,7.0,18,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Tarela Bhaji,Tripura,Veg,None,180,20,8.0,12,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Bamboo Shoot Khichdi,Tripura,Veg,None,210,28,10.0,14,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Fried Mitha,Tripura,Veg,Nuts,200,25,8.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Kachri Curry,Tripura,Veg,None,190,22,7.0,14,5,400,"Vitamin B, Vitamin C",No,Yes,Yes
Moukok Roti,Tripura,Non-Veg,None,220,25,16.0,22,10,700,"Vitamin B, Vitamin D",No,Yes,Yes
Mithi Bharta,Tripura,Veg,Nuts,210,28,9.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Soup,Tripura,Veg,None,180,18,7.0,12,5,350,"Vitamin B, Vitamin C",No,Yes,Yes
Aloo Bhaji,Tripura,Veg,None,200,20,8.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Bamboo Shoot Stir-Fry,Tripura,Veg,None,190,22,6.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Fried Ilish Curry,Tripura,Non-Veg,None,230,24,16.0,20,9,700,"Vitamin B, Vitamin D",No,Yes,Yes
Pora Bhaji,Tripura,Veg,None,190,20,7.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chamcham Bhaji,Tripura,Veg,Dairy,200,25,9.0,18,10,500,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Salad,Tripura,Veg,None,180,22,6.0,12,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Ilish Masala,Tripura,Non-Veg,None,250,26,18.0,22,11,750,"Vitamin B, Vitamin C",No,Yes,Yes
Gagri Curry,Tripura,Non-Veg,None,240,22,16.0,20,10,700,"Vitamin B, Vitamin D",No,Yes,Yes
Moukok Soup,Tripura,Non-Veg,None,230,24,14.0,18,8,650,"Vitamin B, Vitamin C",No,Yes,Yes
Pachra Bharta,Tripura,Veg,None,180,20,8.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Roti,Tripura,Veg,None,200,25,8.0,16,7,500,"Vitamin B, Vitamin C",No,Yes,Yes
Mitha Roti,Tripura,Veg,Nuts,190,28,9.0,20,10,550,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Bamboo Shoot,Tripura,Veg,None,180,22,7.0,14,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Fried Mitha Roti,Tripura,Veg,Nuts,200,25,10.0,22,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Moukok Bhaji,Tripura,Non-Veg,None,230,22,14.0,20,9,650,"Vitamin B, Vitamin D",No,Yes,Yes
Bamboo Shoot Pulao,Tripura,Veg,None,210,28,9.0,16,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Gahat Masala,Tripura,Veg,None,190,20,8.0,14,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Kachri Bhaji,Tripura,Veg,None,180,22,7.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Mitha Bharta,Tripura,Veg,Nuts,200,25,9.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Pachra Curry,Tripura,Veg,None,180,20,7.0,14,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Masala,Tripura,Veg,None,190,22,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chamcham Curry,Tripura,Veg,Dairy,210,25,10.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Moukok Roti,Tripura,Non-Veg,None,230,24,16.0,20,10,700,"Vitamin B, Vitamin D",No,Yes,Yes
Gagri Roti,Tripura,Non-Veg,None,220,22,14.0,18,8,650,"Vitamin B, Vitamin C",No,Yes,Yes
Kachri Bharta,Tripura,Veg,None,200,20,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Pora Roti,Tripura,Veg,None,190,22,7.0,14,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Mitha Roti,Tripura,Veg,Nuts,200,28,9.0,18,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Soup,Tripura,Veg,None,180,20,6.0,12,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Gahat Roti,Tripura,Veg,None,190,25,8.0,14,7,450,"Vitamin B, Vitamin C",No,Yes,Yes
Moukok Bhaji,Tripura,Non-Veg,None,240,25,16.0,22,10,700,"Vitamin B, Vitamin D",No,Yes,Yes
Kachri Bhaji,Tripura,Veg,None,190,22,7.0,14,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Mitha Bhaji,Tripura,Veg,Nuts,200,25,10.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Fried Bamboo Shoot,Tripura,Veg,None,200,20,8.0,12,6,400,"Vitamin A, Vitamin C",No,Yes,Yes
Bhapa Bhaji,Tripura,Veg,None,190,22,7.0,14,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chamcham Bhaji,Tripura,Veg,Dairy,200,28,10.0,20,12,550,"Vitamin A, Vitamin C",No,Yes,Yes
Kachri Pulao,Tripura,Veg,None,210,28,9.0,14,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Gahat Bhaji,Tripura,Veg,None,180,22,8.0,14,6,400,"Vitamin B, Vitamin C",No,Yes,Yes
Fish Curry,Andaman,Non-Veg,Seafood,300,15,20.0,25,5,800,"Vitamin B, C",No,Yes,Yes
Chicken Korma,Andaman,Non-Veg,Dairy,350,10,25.0,30,7,600,"Vitamin A, B",No,Yes,Yes
Vegetable Pulao,Andaman,Veg,None,250,40,10.0,8,4,500,"Vitamin A, C",No,Yes,Yes
Tandoori Lobster,Andaman,Non-Veg,Seafood,400,10,25.0,30,3,700,"Vitamin B, C",No,Yes,Yes
Prawn Masala,Andaman,Non-Veg,Seafood,320,12,22.0,28,6,750,"Vitamin B, C",No,Yes,Yes
Coconut Rice,Andaman,Veg,None,270,45,8.0,5,2,400,"Vitamin A, C",No,Yes,Yes
Mutton Rogan Josh,Andaman,Non-Veg,Dairy,450,10,35.0,40,9,800,"Vitamin A, B",No,Yes,Yes
Tamarind Fish,Andaman,Non-Veg,Seafood,290,14,18.0,22,5,650,"Vitamin B, C",No,Yes,Yes
Spicy Vegetable Soup,Andaman,Veg,None,150,20,5.0,4,2,300,"Vitamin A, C",No,Yes,Yes
Fish Fry,Andaman,Non-Veg,Seafood,330,10,22.0,25,7,700,"Vitamin B, C",No,Yes,Yes
Grilled Chicken,Andaman,Non-Veg,None,280,5,15.0,30,0,500,Vitamin B,No,Yes,Yes
Seafood Paella,Andaman,Non-Veg,Seafood,400,50,20.0,30,8,900,"Vitamin B, C",No,Yes,Yes
Vegetable Stir Fry,Andaman,Veg,None,200,30,8.0,6,4,350,"Vitamin A, C",No,Yes,Yes
Prawn Curry,Andaman,Non-Veg,Seafood,320,15,20.0,27,5,700,"Vitamin B, C",No,Yes,Yes
Chili Crab,Andaman,Non-Veg,Seafood,360,12,25.0,28,6,800,"Vitamin B, C",No,Yes,Yes
Mango Salad,Andaman,Veg,None,180,30,8.0,6,12,150,"Vitamin A, C",No,Yes,Yes
Banana Pancakes,Andaman,Veg,Dairy,350,45,15.0,12,20,300,"Vitamin A, B",Yes,No,No
Beef Vindaloo,Andaman,Non-Veg,None,400,15,30.0,35,8,700,Vitamin B,No,Yes,Yes
Vegetable Korma,Andaman,Veg,Dairy,330,25,15.0,12,6,400,"Vitamin A, C",No,Yes,Yes
Fish Tikka,Andaman,Non-Veg,Seafood,300,8,20.0,22,5,600,"Vitamin B, C",No,Yes,Yes
Shrimp Scampi,Andaman,Non-Veg,Seafood,320,12,18.0,25,4,650,"Vitamin B, C",No,Yes,Yes
Coconut Milk Curry,Andaman,Non-Veg,"Seafood, Dairy",340,15,25.0,28,5,700,"Vitamin A, C",No,Yes,Yes
Papaya Salad,Andaman,Veg,None,160,35,4.0,7,8,200,"Vitamin A, C",No,Yes,Yes
Pineapple Rice,Andaman,Veg,None,290,55,10.0,12,6,400,"Vitamin A, C",No,Yes,Yes
Chicken Biryani,Andaman,Non-Veg,None,400,50,20.0,30,8,800,Vitamin B,No,Yes,Yes
Vegetable Samosas,Andaman,Veg,None,250,30,15.0,8,4,350,"Vitamin A, C",No,Yes,Yes
Mutton Kebab,Andaman,Non-Veg,None,330,10,25.0,28,6,600,Vitamin B,No,Yes,Yes
Prawn Tempura,Andaman,Non-Veg,Seafood,310,12,20.0,25,5,700,"Vitamin B, C",No,Yes,Yes
Curried Squid,Andaman,Non-Veg,Seafood,340,14,22.0,28,4,750,"Vitamin B, C",No,Yes,Yes
Jackfruit Curry,Andaman,Veg,None,280,40,8.0,5,6,300,"Vitamin A, C",No,Yes,Yes
Roasted Lobster,Andaman,Non-Veg,Seafood,360,10,25.0,30,4,650,"Vitamin B, C",No,Yes,Yes
Vegetable Stew,Andaman,Veg,None,220,25,8.0,7,5,350,"Vitamin A, C",No,Yes,Yes
Chicken Skewers,Andaman,Non-Veg,None,270,5,15.0,30,1,500,Vitamin B,No,Yes,Yes
Lamb Shank,Andaman,Non-Veg,None,450,20,30.0,40,8,800,"Vitamin A, B",No,Yes,Yes
Seafood Chowder,Andaman,Non-Veg,"Seafood, Dairy",350,20,18.0,25,6,700,"Vitamin B, C",No,Yes,Yes
Coconut Chutney,Andaman,Veg,None,100,5,10.0,2,1,200,Vitamin C,No,Yes,Yes
Sweet Potato Fries,Andaman,Veg,None,250,40,10.0,12,8,300,"Vitamin A, C",No,Yes,Yes
Fish Molee,Andaman,Non-Veg,Seafood,320,15,18.0,28,4,650,"Vitamin B, C",No,Yes,Yes
Lobster Bisque,Andaman,Non-Veg,"Seafood, Dairy",330,12,20.0,25,5,700,"Vitamin B, C",No,Yes,Yes
Tamarind Rice,Andaman,Veg,None,280,50,8.0,6,5,400,"Vitamin A, C",No,Yes,Yes
Vegetable Cutlet,Andaman,Veg,None,200,25,10.0,5,3,300,"Vitamin A, C",No,Yes,Yes
Spicy Crab Cakes,Andaman,Non-Veg,Seafood,340,20,22.0,25,7,700,"Vitamin B, C",No,Yes,Yes
Mango Chutney,Andaman,Veg,None,150,30,0.0,25,10,100,"Vitamin A, C",No,Yes,Yes
Grilled Prawns,Andaman,Non-Veg,Seafood,290,10,20.0,28,4,600,"Vitamin B, C",No,Yes,Yes
Chicken Satay,Andaman,Non-Veg,None,300,8,15.0,30,2,500,Vitamin B,No,Yes,Yes
Vegetable Pakoras,Andaman,Veg,None,280,25,12.0,10,3,400,"Vitamin A, C",No,Yes,Yes
Goat Curry,Andaman,Non-Veg,None,370,15,25.0,30,7,700,Vitamin B,No,Yes,Yes
Seafood Salad,Andaman,Non-Veg,Seafood,260,15,10.0,22,3,400,"Vitamin B, C",No,Yes,Yes
Spicy Lobster,Andaman,Non-Veg,Seafood,350,12,22.0,30,5,650,"Vitamin B, C",No,Yes,Yes
Coconut Chicken,Andaman,Non-Veg,Dairy,340,20,25.0,30,6,700,"Vitamin B, C",No,Yes,Yes
Prawn Biryani,Andaman,Non-Veg,Seafood,410,50,22.0,30,9,800,Vitamin B,No,Yes,Yes
Vegetable Raita,Andaman,Veg,Dairy,140,10,5.0,6,4,200,"Vitamin A, C",No,Yes,Yes
Mutton Pulao,Andaman,Non-Veg,None,350,45,20.0,25,7,600,Vitamin B,No,Yes,Yes
Tandoori Prawns,Andaman,Non-Veg,Seafood,320,10,20.0,28,4,650,"Vitamin B, C",No,Yes,Yes
Chana Masala,Andaman,Veg,None,280,45,10.0,8,5,400,"Vitamin A, C",No,Yes,Yes
Fish Tikka Masala,Andaman,Non-Veg,Seafood,350,15,20.0,30,7,700,"Vitamin B, C",No,Yes,Yes
Grilled Mutton,Andaman,Non-Veg,None,330,10,25.0,28,6,600,Vitamin B,No,Yes,Yes
Vegetable Sambar,Andaman,Veg,None,220,30,8.0,7,5,350,"Vitamin A, C",No,Yes,Yes
Prawn Soup,Andaman,Non-Veg,Seafood,250,10,15.0,20,3,500,"Vitamin B, C",No,Yes,Yes
Fish Kababs,Andaman,Non-Veg,Seafood,290,8,20.0,22,5,600,"Vitamin B, C",No,Yes,Yes
Vegetable Biryani,Andaman,Veg,None,270,50,10.0,8,6,400,"Vitamin A, C",No,Yes,Yes
Spicy Mutton Curry,Andaman,Non-Veg,None,370,15,28.0,35,7,700,Vitamin B,No,Yes,Yes
Fried Squid,Andaman,Non-Veg,Seafood,320,12,20.0,25,5,700,"Vitamin B, C",No,Yes,Yes
Coconut Fish,Andaman,Non-Veg,Seafood,290,15,18.0,25,6,650,"Vitamin B, C",No,Yes,Yes
Grilled Octopus,Andaman,Non-Veg,Seafood,340,10,22.0,28,4,700,"Vitamin B, C",No,Yes,Yes
Vegetable Khichdi,Andaman,Veg,None,250,40,10.0,5,5,350,"Vitamin A, C",No,Yes,Yes
Mutton Shish Kebab,Andaman,Non-Veg,None,330,15,25.0,28,6,600,Vitamin B,No,Yes,Yes
Lobster Curry,Andaman,Non-Veg,Seafood,370,15,22.0,30,5,700,"Vitamin B, C",No,Yes,Yes
Spicy Chicken Wings,Andaman,Non-Veg,None,310,10,22.0,30,3,600,Vitamin B,No,Yes,Yes
Vegetable Pita,Andaman,Veg,None,220,30,8.0,7,4,350,"Vitamin A, C",No,Yes,Yes
Seafood Risotto,Andaman,Non-Veg,Seafood,350,40,20.0,28,8,750,"Vitamin B, C",No,Yes,Yes
Chicken Shawarma,Andaman,Non-Veg,None,320,15,20.0,25,5,600,Vitamin B,No,Yes,Yes
Prawn Tempura Sushi,Andaman,Non-Veg,Seafood,340,40,18.0,25,7,700,"Vitamin B, C",No,Yes,Yes
Vegetable Dosa,Andaman,Veg,None,250,40,10.0,6,3,350,"Vitamin A, C",Yes,No,Yes
Mutton Seekh Kebab,Andaman,Non-Veg,None,320,10,25.0,30,6,600,Vitamin B,No,Yes,Yes
Spicy Fish Stew,Andaman,Non-Veg,Seafood,300,15,20.0,25,5,650,"Vitamin B, C",No,Yes,Yes
Vegetable Quinoa Salad,Andaman,Veg,None,220,35,8.0,6,4,300,"Vitamin A, C",No,Yes,Yes
Seafood Risotto,Andaman,Non-Veg,Seafood,350,45,20.0,28,7,750,"Vitamin B, C",No,Yes,Yes
Chili Lobster,Andaman,Non-Veg,Seafood,360,10,25.0,30,6,700,"Vitamin B, C",No,Yes,Yes
Vegetable Roll,Andaman,Veg,None,200,30,7.0,6,5,300,"Vitamin A, C",No,Yes,Yes
Coconut Prawns,Andaman,Non-Veg,Seafood,330,15,20.0,25,6,650,"Vitamin B, C",No,Yes,Yes
Chicken Masala,Andaman,Non-Veg,None,360,15,22.0,30,8,700,Vitamin B,No,Yes,Yes
Mutton Stew,Andaman,Non-Veg,None,380,10,30.0,35,7,750,Vitamin B,No,Yes,Yes
Vegetable Fritters,Andaman,Veg,None,270,30,15.0,8,4,350,"Vitamin A, C",No,Yes,Yes
Lobster Salad,Andaman,Non-Veg,Seafood,290,12,15.0,25,5,600,"Vitamin B, C",No,Yes,Yes
Prawn Skewers,Andaman,Non-Veg,Seafood,320,10,20.0,28,4,650,"Vitamin B, C",No,Yes,Yes
Mutton Curry,Andaman,Non-Veg,None,350,15,25.0,30,6,700,Vitamin B,No,Yes,Yes
Spicy Fish Cake,Andaman,Non-Veg,Seafood,320,15,22.0,25,7,700,"Vitamin B, C",No,Yes,Yes
Vegetable Pancakes,Andaman,Veg,None,250,35,8.0,5,4,350,"Vitamin A, C",Yes,No,No
Grilled Mahi Mahi,Andaman,Non-Veg,Seafood,340,10,22.0,28,5,700,"Vitamin B, C",No,Yes,Yes
Prawn Curry Rice,Andaman,Non-Veg,Seafood,370,50,20.0,30,8,800,Vitamin B,No,Yes,Yes
